0,지난 일 서울 신라호텔에서 열린 제회 대한민국 지식대상 시상식에서 최정우 포스코 사장왼쪽이 대통령상을 수상한 뒤 김부겸 행정안전부 장관과 기념촬영을 하고 있다. 사진포스코 제공포스코가 지난 일 서울 신라호텔에서 열린 제회 대한민국 지식대상 시상식에서 대통령상 수상의 영광을 안았다.포스코는 일 그동안 추진해 온 스마트 포스코 전략과 스마트팩토리 구축 추진 성과를 대외적으로 인정받았다며 이같이 밝혔다.대한민국 지식대상은 지난 년부터 매년 행정안전부 등이 주관해 행정공공기관 민간기업을 대상으로 지식경영 우수기관을 선정하는 국내 최고 권위 상이다.포스코측은 이번 대통령상 수상은 임직원 노력과 최고경영층의 지식경영 의지가 높게 평가된 결과라며 포스코는 차 산업혁명에 발맞춰 고유의 지식기반 혁신 방법론인 포스팀POSTIM을 내실화하고 발전시켜 스마트 지식경영체계를 완성했다고 설명했다.포스코는 전 임직원이 프로젝트 중심 일하는 방식인 PSS에 따라 아이디어를 도출하고 프로젝트화 하는 방식으로 성과를 내고 있다. 이와 함께 철강기술에 스마트 기술을 접합시키는 스마트팩토리 구축을 추진하고 근간이 되는 소프트웨어 플랫폼인 포스프레임PosFrame도 자력으로 개발해 품질개선비용절감 효과를 거뒀다는 설명이다.한편 이번 지식대상 수상기업기관으로는 대통령상대상에 포스코를 비롯해 충청남도행정가 올랐으며 총리상최우수상은 KB국민은행민간공공 울산광역시서울 서초구행정 등이 받았다. 당신의 분 몸 만들기...황현정기자의 쭉쭉빵빵 세무회계 실무 맞춤형 교육 조세일보 재무교육원..
0,포스코는 임직원 포상 및 장기근속 기념을 목적으로 자사주 주를 처분한다고 일 공시했다. 억만원 규모다.
0,키즈콘서트 무지개물고기 포스터. 사진포스코 제공포스코가 오는 일 서울 강남구 포스코센터에서 키즈콘서트 무지개물고기를 선보인다고 일 밝혔다.이번 공연은 스위스 출신 작가 마르쿠스 피스터가 쓴 동명의 베스트셀러를 국내에서 재구성한 창작뮤지컬이다. 포스코측은 관객이 함께 노래하고 춤추는 싱어롱 콘서트 뮤지컬을 표방해 어린이들이 직접 즐기는 무대가 될 것으로 기대하고 있다.공연은 평소 물건 나눠쓰기를 싫어하는 주인공이 의문의 바다콘서트에 초청받아 비밀의 문을 통해 바닷속 여행을 떠난다는 이야기를 담았다. 재즈 RB 아카펠라 등 다양하게 편곡된 여곡의 세계동요를 통해 어린이들이 공연에 몰입할 수 있도록 구성됐다.권장 관람 연령은 세이며 공연은 행사 당일 오전 시 오후 시 차례 진행될 예정이다.권오준 포스코 회장은 가족친화 선도기업으로서 전 직원이 충실히 일과 가정생활을 할 수 있는 기반을 계속 다져나가겠다며 이번 공연을 통해 많은 가족 단위 관람객들이 좋은 시간을 가졌으면 한다고 말했다. 당신의 분 몸 만들기...황현정기자의 쭉쭉빵빵 세무회계 실무 맞춤형 교육 조세일보 재무교육원..
0,POSCO는 일 자기주식 주를 KB증권을 통해 일까지 처분한다고 공시했다. 주당 처분가액은 만 원으로 처분 총액은 억 만원에 해당한다.
0,포스코는 오는 일 오전 시와 오후 시 서울 강남구 포스코센터에서 키즈콘서트 무지개물고기를 선보인다고 일 밝혔다. 이번 공연은 스위스 출신의 작가 마르쿠스 피스터Marcus Pfister가 쓴 동명의 원작을 창작뮤지컬로 재구성한 것이다. 관객이 함께 노래하고 춤추는 싱어롱 콘서트 뮤지컬을 표방하는 이번 공연을 관람하는 어린이들은 신나게 즐기는 시간을 보낼 수 있을 것이라고 회사 측은 기대했다. 무지개물고기는 평소 물건을 너눠쓰기 싫어하는 주인공이 어느 날 의문의 바다콘서트에 초청받아 비밀의 문을 통해 바닷속 여행을 하면서 겪는 이야기다. 공연은 우정과 나눔을 감동적인 스토리로 풀어낸 내용에 재즈 RB 아카펠라 등 다양하게 편곡된 여곡의 세계동요를 결합해 어린이들이 자연스럽게 몰입할 수 있도록 구성됐다. 권오준 포스코 회장은 가족친화 선도기업으로서 전 직원이 충실히 일과 가정 생활을 할 수 있는 기반을 계속해서 다져나갈 것이라며 이번 공연을 통해 많은 가족단위 관람객들이 좋은 시간을 가졌으면 한다고 말했다.직장인 당구왕은 바로 당신 지금 신청하세요뉴스 이상의 무궁무진한 프리미엄 읽을거리.
0,포스코가 오는 월 일 평창올림픽 D일을 앞두고 개최 성공을 기원하는 포스코콘서트를 개최한다.오는 일 포스코센터 로비에서 열릴 포스코콘서트는 평창동계올림픽 D일을 앞두고 국민적 관심을 고취하고 성공적인 개최를 기원하기 위해 마련했다.이번 행사에는 포스코가 공식 후원하는 대한장애인아이스하키협회대한봅슬레이스켈레톤연맹 등 대회 관계자 여 명이 참석한 가운데 권오준 포스코 회장과 이희범 평창동계올림픽 조직위원장이 함께 무대에 올라 동계올림픽 성공 기원 메시지를 발표한다. 공연에는 평창동계올림픽 홍보대사인 가수 인순이가 특유의 폭발적인 에너지로 올림픽 응원 열기를 후끈 달아오르게 할 것으로 기대된다.
0,중국 덕에 철강 가격 상승해 마진 높아져 해외 자회사 실적도 개선포스코가 영업이익 조원 클럽에 재진입했다. 철강 가격이 꾸준히 상승세를 타면서 마진률이 올랐고 자회사들도 흑자를 낸 덕분이다. 일 업계에 따르면 포스코의 분기 영업이익은 조억원으로 예상된다. 포스코는 올해 분기에 조억원의 깜짝 실적을 거뒀다. 분기 억원대로 주춤했지만 분기 조원대 재진입에 성공했다. 지난해 분기조억원 대비해선 . 오른 수치다. 분기 매출액 전망치는 조억원이다. 중국 철강 제품 수요가 늘어난 것이 국내 제품 가격을 끌어올렸다. 중국은 슝안특구를 포함해 중국 사회간접자본SOC 투자를 확대해 철강 수요가 대폭 증가하고 있다. 이에 따라 중국 유통 가격이 올라가면서 포스코의 열연 냉연 후판 가격도 분기에 전부 오름세를 탔다. 열연의 경우 월 t당 만원을 올린데 이어 월에도 추가 인상했다.  해외 자회사들의 실적도 개선됐다. 인도네시아 크라카타우포스코 공장의 경우 현재 생산 중인 슬래브철강 제품 원재료와 후판 가격이 오르고 원가까지 절감해 흑자를 냈다. 스테인리스 만드는 중국 장가항포항불수강도 스테인리스 수요 증가로 호실적을 거뒀다. 년 수천억원대 적자를 냈던 자회사들이 악몽을 떨쳐버린 것이다. 철강업 구조조정을 단행했던 시진핑 집권 기가 시작되면서 중국 내 공급이 더욱 축소되고 제품 가격은 계속 오를 것이란 전망이 지배적이다. 포스코의 올해 연간 영업이익은 조억원으로 예상된다. 년 적자를 낸 이후 년만에 전성기 수준의 실적으로 회복했다.
0,미국 상무부는 한국산 탄소합금강 선재Carbon and Alloy Steel Wire Rod에 대해 .의 반덤핑 예비관세를 부과했다고 일현지시각 밝혔다. 반덤핑 예비관세 .는 미국 철강업체들이 요구한 ..보다 낮은 수준이다.미 상무부는 영국 남아프리카공화국에는 각각 . .의 높은 예비관세율을 부과했다. 스페인. 우크라이나. 이탈리아.도 한국 업체들보다 높은 예비관세율이 적용된다. 다만 터키는 한국 업체보다 낮은 ..의 예비관세율을 받았다.선재는 코일 모양으로 감겨 있는 철강재로 철선이나 강선 등으로 가공되는 제품이다. 나사못을 만드는 보통선재와 와이어로프스프링해저 케이블 등을 제작하는 특수선재 등이 있다. 선재 포스코 홈페이지포스코 관계자는 이번 예비판정은 미국 내 선재 수요산업의 지속 발전을 고려한 것으로 보인다며 이번 판정으로 우수한 품질의 한국 선재의 지속적인 공급을 통해 미국 수요산업의 경쟁력 제고 등 양국 간 상생이 기대된다고 했다. 포스코는 다음 주부터 미국 상무부에서 시작하는 실사에도 적극적으로 협조할 계획이다.한국의 대미 선재 수출물량은 년 만MT메트릭 톤 만달러에서 년 만MT 만달러로 줄었다.
0,대형주 가운데 저평가된 종목으로 꼽히던 포스코POSCO가 년만에 주가 만원대에 안착했다. 호실적과 높은 배당 성향 무엇보다 철강 가격 상승으로 인한 밸류에이션실적 대비 주가수준 매력이 시장의 주목을 받고 있다.일 한국거래소에 따르면 지난 연말 만원대에 불과했던 포스코의 주가는 년사이 배 지난 일 기준 만원가량 증가 시가총액 조원 시대를 눈앞에 두고 있다. 위 밖으로까지 밀렸던 시총 순위도 위까지 껑충 뛰어 올랐다.포스코는 글로벌 동종업체 대비 자기자본이익률ROE이 가장 저평가돼 있다는 평가를 받아왔다. 주가는 오랜 기간 지지부진한 흐름을 보였다. 철강 가격 하락과 공급 과잉이 발목을 잡았다. 하지만 투자자들은 철강산업의 중장기적인 사이클 회복에 주목하기 시작했다. 철강 가격 상승을 통한 외형 턴어라운드급격한 실적개선가 진행 중이고 중국의 철강 구조조정 가속화에 따른 철강업체들의 가격 협상력 회복 그리고 인프라 수요 회복 등을 감안하면 철강 가격의 하락 리스크는 제한적이라는 평가다.이에 따라 분기 호실적을 기록한 포스코의 수익성은 내년에도 개선세를 보일 것으로 전망된다.전문가들은 포스코에 대한 시장 의견이 다소 엇갈리지만 철강 업황의 변곡점이 시작됐고 주가가 이에 뒤늦게 반응하고 있어 투자 매력이 여전히 높다고 평가했다. 금융투자업계 관계자는 철강주의 강세는 쉽게 꺾이지는 않을 것이라며 특히 한국 철강 기업의 주가 저평가 국면은 여전히 해소되지 않았다고 진단했다.
0,하남 포웰시티 C 조감도. 사진현대건설 제공현대건설은 대우포스코태영건설과 컨소시엄을 구성해 짓는 하남 감일지구 첫 민간분양 아파트 하남 포웰시티를 다음달 중 분양한다고 일 밝혔다.경기도 하남시 감일감이동 내 감일지구 BCC 개블록에 들어설 이 단지는 지하 층지상 층 개동 전용면적  총 가구 규모다. 블록별로 B 개동 가구 C 개동 가구 C 개동 가구로 나뉜다.구체적 가구수는 B블록  가구  가구 C블록  가구 A 가구 B 가구  가구  가구 C블록 A 가구 B 가구 T 가구 A 가구 B 가구  가구로 구성된다.단지에는 분양가 상한제가 적용된다. 이 제도는 주택 분양 시 택지비와 건축비에 건설업체의 적정 이윤을 포함한 분양가격을 산정해 그 가격 이하로 분양하도록 정한 것이다. 현대건설측은 분양가 상한제 적용으로 소비자들의 주거비용 부담을 최소화할 전망이라며 이에 서울 강동구와 송파구 전세 수요자들의 관심이 높다고 설명했다.단지는 하남시에 들어서지만 직선거리상 송파구청까지 약 km 강남역까지 약 km로 각각 분대 분대 이동이 가능해 서울 생활권을 갖췄다는 것이 현대건설측의 설명이다. 또 서울 지하철 호선 마천역이 단지로부터 반경 km 내에 있고 서하남IC도 가까워 서울과 기타 수도권 접근성도 뛰어나다는 것이다.주변에는 하나로마트 송파소방서 캐슬렉스 골프장 등의 생활편의시설이 위치하고 롯데월드타워 롯데마트 등 대형상업시설도 가깝다. 이밖에 송파 위례지구 북측도로년 예정 감일초이 광역도로년 예정 서울세종 고속도로년 예정 송파양평 고속도로년 예정 등의 개발사업도 인근에서 진행 중이다.분양 관계자는 하남 포웰시티는 경기도 하남에 위치했으나 사실상 강남 송파 생활권으로 평가받고 있다며 분양가 상한제 적용으로 합리적인 분양가가 기대되는 만큼 실거주 목적의 소비자들로부터 관심이 많을 것으로 기대된다고 말했다. 당신의 분 몸 만들기...황현정기자의 쭉쭉빵빵 세무회계 실무 맞춤형 교육 조세일보 재무교육원..
